CODIGO;DESCRIPCION;EXISTENCIA;PRECIO;EMPRESA
MB-238510Y;BOMBA AUX. FRENO 13/16 MIT. MONTERO 83-IZQ YUHOLI;0.00 ;70.0000 ;PROFORMA
MB-238511Y;BOMBA AUX. FRENO 13/16 MIT. MONTERO 83-DER YUHOLI;0.00 ;70.0000 ;PROFORMA
MB-238828Y;BOMBA AUX. FRENO 7/8 MIT.L200 84--IZQUIERDA YUHOLI;0.00 ;72.0000 ;PROFORMA
MB-238829;BOMBA AUX. FRENO 7/8 MIT.L200 84--DERECHA YUHOLI;0.00 ;74.0000 ;PROFORMA
MB295330N;BOMBA CENTRAL FRENO CANTER 86-90;24.00 ;298.0000 ;PROFORMA
MB-500484Y;BOMBA AUX. FRENO 13/16 MITSUB. L300 87--IZQ YUHOLI;0.00 ;70.0000 ;PROFORMA
MB-500485Y;BOMBA AUX. FRENO 13/16 MITSUB. L300 87--DER YUHOLI;0.00 ;70.0000 ;PROFORMA
MB-500738Y;BOMBA AUX. FRENO 15/16 MIT L200 86--IZQ YUHOLI;0.00 ;72.0000 ;PROFORMA
MB-500739Y;BOMBA AUX. FRENO 15/16 MIT L200 86--DER YUHOLI;0.00 ;72.0000 ;PROFORMA
MC894211N;BOMBA CENTRAL  FRENO 1 3/16 CANTER 95-;22.00 ;278.0000 ;PROFORMA
MD-742157;BOMBA  AUX. F. 5/8 NISSAN SENTRA,STANZA 86-;0.00 ;103.0000 ;PROFORMA
MED-EMPM-AX100;MEDIO EMPAQUE DE MOTOR AX-100;0.00 ;66.6600 ;PROFORMA
MED-EMPM-C110;MEDIO EMPAQUE DE MOTOR C110;0.00 ;0.0000 ;PROFORMA
MED-EMPM-CG125;MEDIO EMPAQUE DE MOTOR CG125/CGL125;0.00 ;11.2500 ;PROFORMA
MED-EMPM-CGL125;MEDIO EMPAQUE DE MOTOR CG125/CGL125;0.00 ;8.0000 ;PROFORMA
MED-EMPM-GY6.125;MEDIO EMPAQUE DE MOTOR GY6-125;5.00 ;8.0000 ;PROFORMA
MED-EMPM-PUL135;MEDIO EMPAQUE DE MOTOR PUL135,XCD,DISCOV,PLATINA;0.00 ;0.0000 ;PROFORMA
MF-251;PASTILLA FRENOS PARA TOYOYA 22R;0.00 ;85.0000 ;PROFORMA
MF-264;PASTILLA DE FRENO PARA TOYOTA 22R 4WD;0.00 ;73.5000 ;PROFORMA
MF-315;PASTILLA DE FRENO PARA TOYOTA 22R 4WD;0.00 ;91.5000 ;PROFORMA
MF-490;PASTILLA FRENOS TOYOTA HIACE;0.00 ;105.7200 ;PROFORMA
MF-639;PASTILLA FRENO TRASERO HONDA CR-V;0.00 ;0.0000 ;PROFORMA
MF-AN;PASTILLA PARA MOTO SUZUKI AN;-6.00;9.0000 ;PROFORMA
MF-DAKAR;PASTILLA DAKAR;1.00 ;9.0000 ;PROFORMA
MF-DM200;PASTILLA PARA DM200 (CUADRADA);1.00 ;9.0000 ;PROFORMA
MF-DM200-GIR;PASTILLA  HOND.DR 200 / ITALIK. DM200;2.00 ;9.0000 ;PROFORMA
MF-EN;PASTILLA PARA EN125;1.00 ;12.0000 ;PROFORMA
MF-GN;PASTILLA FRENO GN125;0.00 ;13.0000 ;PROFORMA
MF-HEL;PASTILLA HONDA ELITE,V-MEN;1.00 ;13.0000 ;PROFORMA
MF-HEL-MOD;PASTILLA HONDA ELITE;0.00 ;16.0000 ;PROFORMA
MF-HHUNK;PASTILLA HERO HUNK,YBR(MODERNAS 2015-);0.00 ;16.0000 ;PROFORMA
MF-INV-DEL;PASTILLA DELANTERA INVICTA;0.00 ;11.0000 ;PROFORMA
MF-INV-TRAS;PASTILLA TRASERA INVICTA;4.00 ;13.0000 ;PROFORMA
MF-JIA;PASTILLA JIALING150;0.00 ;10.0500 ;PROFORMA
MF-PUL180;PASTILLA DE PULSAR 180.;-6.00;9.0000 ;PROFORMA
MF-PUL220R-TRAS;PASTILLA PULSAR 220R TRASERA;1.00 ;13.0000 ;PROFORMA
MF-R6;PASTILLA PAR R6,600RR;0.00 ;0.0000 ;PROFORMA
MF-RAY-Z;PASTILLA DELATERNA  PARA MOTO RAY-Z;0.00 ;15.0000 ;PROFORMA
MF-SEMI;PASTILLA PARA SEMI Y TIPOS DE PASOLA;0.00 ;10.0500 ;PROFORMA
MF-STORM;PASTILLA STORM;11.00 ;9.0000 ;PROFORMA
MF-STORM-GIR;PASTILLA STORM CBF 125 2012-2016. TVS APACHE RTR 160, 180, 200;0.00 ;9.0000 ;PROFORMA
MF-STUN;PASTILLA STUNNER;0.00 ;10.0500 ;PROFORMA
MF-XL200;PASTILLA DE FRENO XL200;1.00 ;9.0000 ;PROFORMA
MF-YBR;PASTILLA DE FRENO PARA YAMAHA YBR;0.00 ;9.0000 ;PROFORMA
MG-EN;MANGOS EL PAR EN125-2A;0.00 ;0.0000 ;PROFORMA
MGR-1/2;MANGUERA DE GASOLINA 1/2PUL;0.00 ;7.9000 ;PROFORMA
MGR-1/4;MANGUERA PARA GASOLINA REFORZADA 1/4;0.00 ;23.8000 ;PROFORMA
MGR-3/16;MANGUERA PARA GASOLINA REFORZADA 3/16;0.00 ;0.0000 ;PROFORMA
MGR-3/8;MANGUERA DE GASOLINA  3/8;0.00 ;28.7000 ;PROFORMA
MGR-5/16;MANGUERA PARA GASOLINA REFORZADA 5/16;0.00 ;25.4000 ;PROFORMA
MINICOM;MINI COMPONENTE 400W;0.00 ;350.0000 ;PROFORMA
MORDF-AN;MORDAZA DE FRENO PARA SUZ. AN;0.00 ;104.0000 ;PROFORMA
MORDF-GN;MORDAZA DE FRENO PARA GN;0.00 ;0.0000 ;PROFORMA
MOT-PUER-U;MOTO DE  PUERTA UNIVERSAL 5 CABLES;0.00 ;25.0000 ;PROFORMA
MR-129910 Y;BOMBA C. FRENO 7/8 MIT MIRAGE 97-02 YUHOLI;0.00 ;335.0000 ;PROFORMA
MR-165177;BOMBA  AUX. C 3/4 MITSUB. L200, MON;0.00 ;92.0000 ;PROFORMA
MR-165177 Y;BOMBA AUXIL. CLUTCH 3/4 MITSUBISHI L200 MON YUHOLI;0.00 ;92.0000 ;PROFORMA
MR-244839;BOMBA C. CLUTCH 5/8 MITSUB COLT 96-;0.00 ;180.0000 ;PROFORMA
MR-980563 Y;BOMBA AUXIL. CLUTCH 13/16 MITSUBISHI LANCER 04-06 YUHOLI;0.00 ;93.0000 ;PROFORMA
MR-980874 Y;BOMBA AUXIL. CLUTCH 3/4 MITSUBISHI L200 2010 YUHOLI;0.00 ;87.0000 ;PROFORMA
MT-Z;TERMINAL MACHO TUBILAR AZUL;0.00 ;0.3600 ;PROFORMA
NC-121;CONTACTO DE STARTER TOYOTA GASOLINA;0.00 ;5.0700 ;PROFORMA
NC-123-D;CONTACTO COBRE ESTARTER TOYOTA,ISUZU DISSEL;0.00 ;4.6100 ;PROFORMA
NC-124L;CONTACTO DE STARTER IZQUIERDO;0.00 ;5.0000 ;PROFORMA
NC-124R;CONTACTO DE STARTER DERECHO;0.00 ;5.0000 ;PROFORMA
NEB-10CM-CP;NEBLINERA 10CM CUADRADAS  PAR;0.00 ;130.0000 ;PROFORMA
NEB-10LSCH;BARRA DE 10CM SCHWARTZ CON LUPA;0.00 ;435.0000 ;PROFORMA
NEB-11CMCP;NEBLINERA 11CM DE ALTA Y BAJA CUADRADAS  PAR;0.00 ;140.0000 ;PROFORMA
NEB-209B;NEBLINERA OVALADA LARGA DE METAL;0.00 ;72.5100 ;PROFORMA
NEB-21L-PN;NEBLINERA 21 LED  TIPO PESADA NEGRA;0.00 ;170.0000 ;PROFORMA
NEB-21L-PR;NEBLINERA 21 LED  TIPO PESADA ROJO;0.00 ;115.0000 ;PROFORMA
NEB-3 1/2 LED;NEBLINERA DE 3 1/2 EN LED UNIDAD;0.00 ;45.0000 ;PROFORMA
NEB-3 1/2A;KIT LAMP HALOGENA METAL REDONDA AMBAR;0.00 ;39.0000 ;PROFORMA
NEB-3 1/2B;KIT LAMP HALOGENA METAL REDONDA CLARA;0.00 ;38.0000 ;PROFORMA
NEB-3 1/2Z;KIT LAMP HALOGENA METAL REDONDA S/W;0.00 ;38.0000 ;PROFORMA
"NEB-3""LED";"NEBLINERA DE 3""LED";0.00 ;40.0000 ;PROFORMA
NEB-312A;"NEBLINERA REDONDA 6"" TIPO BOSH AMARILLA";0.00 ;55.0000 ;PROFORMA
NEB-312B;"NEBLINERA REDONDA 6"" TIPO BOSH BLANCA";0.00 ;55.0000 ;PROFORMA
NEB-312Z;"NEBLINERA REDONDA 6"" TIPO BOSH AZUL";10.00 ;55.0000 ;PROFORMA
NEB-315A;"LAMP HALOGENA PLASTICA REDONDA AMARILLA 7""";0.00 ;62.1000 ;PROFORMA
NEB-315B;"LAMP HALOGENA PLASTICA REDONDA CLARA 7""";0.00 ;65.5000 ;PROFORMA
NEB-315SIB;"NEBLINERA 315 DE 7"" TIPO BOSCH SIRIUS BLANCO";0.00 ;143.0000 ;PROFORMA
NEB-315Z;"LAMP HALOGENA PLASTICA REDONDA S/W 7""";0.00 ;62.1000 ;PROFORMA
NEB-3LCLUP;NEBLINERA 3PUL CON LUPA AURIOLA COLOR;0.00 ;61.7500 ;PROFORMA
NEB-4 1/2A;NEBLINERA REDONDA DE METAL 4 1/2 AMARILLA;0.00 ;59.9100 ;PROFORMA
NEB-4 1/2B;NEBLINERA REDONDA DE METAL 4 1/2 BLANCO;0.00 ;59.9100 ;PROFORMA
NEB-4 1/2BE;NEBLINERA REDONDA DE METAL 4 1/2 BLANCO ECO.;0.00 ;35.0000 ;PROFORMA
NEB-4 1/2Z;NEBLINERA REDONDA DE METAL 4 1/2 AZUL;0.00 ;59.9100 ;PROFORMA
NEB-4LCZ;"NEBLINERA DE ALTA INTENCIDAD 4"" URIOLA AZUL";0.00 ;80.0000 ;PROFORMA
NEB-4P;LAMPARA HALOGENA RETROCESO CAMION;0.00 ;43.8900 ;PROFORMA
NEB-9LED-FLA;NEBLINERA 9 LED CON FLASHER;0.00 ;50.0000 ;PROFORMA
NEB-B/A;NEBLINERA RECTANGULA BLANCO/AMARILLO;0.00 ;80.0000 ;PROFORMA
NEB-B10SCH;NEBLINERA DE 10CM SCHWARTZ;0.00 ;400.0000 ;PROFORMA
NEB-C4L;NEBLINERA CUADRADA DE 4 LED;0.00 ;0.0000 ;PROFORMA
NEB-CAÑON;NEBLINERA  TIPO CAÑON;0.00 ;30.0000 ;PROFORMA
NEB-LED-PA;NEBLINERA LED T/PESADO 16cm DIAMETRO BASE/A;0.00 ;210.0000 ;PROFORMA
NEB-LED-PN;NEBLINERA LED T/PESADO 16cm DIAMETRO BASE/N;0.00 ;384.0000 ;PROFORMA
NEB-LED-PNA;NEBLINERA LED AMARRILLA T/PESADO 16CM DIAMETRO BASE/N;0.00 ;384.0000 ;PROFORMA
NEB-LED-PR;NEBLINERA LED T/PESADO 16cm DIAMETRO BASE/R;0.00 ;384.0000 ;PROFORMA
NEB-LUP01;NEBLINERA DE MOTO LUPA R:38.55MM;0.00 ;95.0000 ;PROFORMA
NEB-LUP02;NEBLINERA DE MOTO LUPA T/TRASFORMER R:36.83MM;3.00 ;212.0000 ;PROFORMA
NEB-LUP03;NEBLINERA DE MOTO LUPA T/TRASFORMER R:62.14MM;0.00 ;115.0000 ;PROFORMA
NEB-LUPD;NEBLINERA TRANSFORMER DOBLE URIOLA;3.00 ;150.0000 ;PROFORMA
NEB-MA;NEBLINERA REDONDA P/MOTO AMARILLA;0.00 ;51.5000 ;PROFORMA
NEB-MB;NEBLINERA REDONDA P/MOTO BLANCA;0.00 ;51.5000 ;PROFORMA
NEB-MC4L;NEBLINERA TIPO ROBOT URIOLA MULTICOLOR 4 LED;0.00 ;125.0000 ;PROFORMA
NEB-MIN/OJOG;NEBLINERA DE OJO DE ANGEL MINI;0.00 ;71.7500 ;PROFORMA
NEB-MZ;NEBLINERA REDONDA P/MOTO AZUL;0.00 ;51.5000 ;PROFORMA
NEB-OJOG;NEBLINERA OJO DE ANGEL;0.00 ;115.0000 ;PROFORMA
NEB-OJOROB;NEBLINERA  TIPO OJO DE ROBOT;0.00 ;30.0000 ;PROFORMA
NEB-OVL;NEBLINERA OVALADA;0.00 ;40.0000 ;PROFORMA
NEB-OVL2L-B;NEBLINERA OVALADA DE 2 LED BLANCA;0.00 ;90.0000 ;PROFORMA
NEB-OVL2L-Z;NEBLINERA OVALADA DE 2 LED AZUL;0.00 ;74.2700 ;PROFORMA
NEB-R3LED;NEBLINERA DE ALTA INTENCIDAD 3LED 9CM*3CM;0.00 ;50.0000 ;PROFORMA
NEB-R3N;NEBLINERA RECTANGULAR DE 3 LED COLOR NEGRO;0.00 ;50.0000 ;PROFORMA
NEB-R3NF;NEBLINERA RECTANGULAR NEGRA C/FLASHEO;0.00 ;50.0000 ;PROFORMA
NEB-R3TP;NEBLINERA R3 TIPO PESADA;0.00 ;30.0000 ;PROFORMA
NEB-R6LED;NEBLINERA RECTANGULAR DE 6 LED;0.00 ;70.0000 ;PROFORMA
NEB-R6SCH;NEB. RECTANGULAR 6 LED ALTA INTESIDAD SCHWARTZ;0.00 ;360.0000 ;PROFORMA
NEB-R6-Z/R;NEBLINERA RECTANGULAR 6 LED BORDES ROJO Y AZUL;0.00 ;85.0000 ;PROFORMA
NEB-RC2L;NEBLINERA RECTANGULAR DE 2 LED;0.00 ;80.0000 ;PROFORMA
NEB-RD-4FLA;NEBLINERA PARA MOTO 4 LED FLASHEO;0.00 ;0.0000 ;PROFORMA
NEB-RD6L;NEBBLINERA REDONDA 6LED B/COLORES;0.00 ;60.0000 ;PROFORMA
NEB-RDC-4FLA;NEBLINERA REDONDA DE 4 LED FLASHEO CROMADA;0.00 ;80.0000 ;PROFORMA
NEB-RDZ-4FLA;NEBLINERA REDONDA DE 4LEDS FLASHEO AZUL;0.00 ;61.5300 ;PROFORMA
NEB-RDZ-9LD;NEBLINERA REDONDA AZUL 9 LED DOBLE;0.00 ;55.5400 ;PROFORMA
NEB-REC309;NEBLINERA RECTANGULAR GRANDE BLANCA C/PROTECTOR CROMO;0.00 ;97.0000 ;PROFORMA
NEB-RECB;NEBLINERA RECTANGULAR PEQUEÑA BLANCA;0.00 ;55.7100 ;PROFORMA
NEB-RECGB;NEBLINERA RECTANGULAR GRANDE BLANCA C/TAPADERA;0.00 ;91.9300 ;PROFORMA
NEB-RECZ;NEBLINERA RECTANGULAR PEQUEÑA AZUL;0.00 ;55.7100 ;PROFORMA
NEB-REDSCH;NEB. LED ALTA INTESIDAD27W REDONDA SCHWARTZ;0.00 ;375.0000 ;PROFORMA
OK011-43-400A Y;BOMBA C. FRENO 15/16 KIA SPORTAGE 97- YUHOLI;0.00 ;410.0000 ;PROFORMA
OK72B-26-710 Y;BOMBA AUXIL. F 3/4 KIA PREGIO 99- YUHOLI;0.00 ;65.0000 ;PROFORMA
P/A-CG;PATA DE ARRANQUE CG-125,BROS 125;2.00 ;42.0000 ;PROFORMA
P/A-CGL;PATA DE ARRANQUE CGL-125;2.00 ;45.0000 ;PROFORMA
P/A-DAKAR;PATA DE ARRANQUE DAKAR;0.00 ;58.4600 ;PROFORMA
P/A-PUL180;PATA DE ARRANQUE PULSAR 180;0.00 ;65.0000 ;PROFORMA
P/C-CG;PATA DE CAMBIOS CG/CGL;0.00 ;29.2300 ;PROFORMA
P/C-GN;PATA DE CAMBIO DE VELOCIDADES DE GN RUSTICA;0.00 ;0.0000 ;PROFORMA
P/F-EN;PEDAL DE FRENO EN 125;0.00 ;36.0000 ;PROFORMA
P/F-GN;PEDAL DE FRENO GN-125;0.00 ;41.6600 ;PROFORMA
P047-25-310;SOPORTE TRASMISION MAZDA PICK-UP B2200 87-;0.00 ;133.0000 ;PROFORMA
PC22191093;PRENSA CABLE LLAVE 8MM;2.00 ;3.0000 ;PROFORMA
PID-GN-A;PIDEVIAS GN COLOR AMARILLO;0.00 ;16.0000 ;PROFORMA
PID-GNF125;PIDEVIAS GNF125 JUEGO AMARILLOS;0.00 ;36.0000 ;PROFORMA
PID-LED-R;PIDEVIAS LED BICOLOR ROJO/AMARILLA;0.00 ;45.0000 ;PROFORMA
PID-LED-Z;PIDEVIAS LED BICOLOR AZUL/AMARILLA;0.00 ;45.0000 ;PROFORMA
PID-ML7COL;PIDEVILLAS MOTO LED 7 COLORES;0.00 ;51.0000 ;PROFORMA
PID-MLA-REDONDO;PIDEVIAS PARA MOTO LED AMARILLO REDONDO;0.00 ;40.0000 ;PROFORMA
PID-MLB-TRIANGULAR;PIDEVIAS PARA MOTO LED BLANCO TRIANGULAR;0.00 ;40.0000 ;PROFORMA
PID-MLZ-TRIANGULAR;PIDEVIAS PARA MOTO LED AZUL  TRIANGULAR;0.00 ;40.0000 ;PROFORMA
PID-NS200;PIDEVIAS NS200 BLANCOS;0.00 ;0.0000 ;PROFORMA
PID-PUL180-A;PIDEVIAS PULSAR 180 COLOR AMARILLO (PAR);0.00 ;35.0000 ;PROFORMA
PID-PUL-A;PIDEVIAS PULSAR COLOR AMARILLO;0.00 ;35.0000 ;PROFORMA
PID-PUL-B;PIDEVIAS PULSAR COLOR BLANCO;0.00 ;35.0000 ;PROFORMA
PID-RACING-A;PIDEVIAS TIPO RACING COLOR AMARILLO;0.00 ;32.5000 ;PROFORMA
PID-RACING-B;PIDEVIAS TIPO RACING COLOR BLANCO;0.00 ;32.5000 ;PROFORMA
PID-RACING-Z;PIDEVIAS TIPO RACING COLOR AZUL;0.00 ;32.5000 ;PROFORMA
PID-RT-A;PIDEVIAS RECTANGULAR COLOR AMARILLO;0.00 ;32.5000 ;PROFORMA
PID-RT-B;PIDEVIAS RECTANGULAR COLOR BLANCO;0.00 ;32.5000 ;PROFORMA
PID-RT-Z;PIDEVIAS RECTANGULAR COLOR AZUL;0.00 ;32.5000 ;PROFORMA
PID-SHARK-B;PIDEVIAS ALETA DE TIBURON COLOR BLANCO;0.00 ;30.0000 ;PROFORMA
PID-SHARK-Z;PIDEVIAS ALETA DE TIBURON COLOR AZUL;0.00 ;30.0000 ;PROFORMA
PID-TRIAN-A;PIDEVIAS TRIANGULAR AMARILLO;0.00 ;32.5000 ;PROFORMA
PID-TRIAN-B;PIDEVIAS TRIANGULAR BLANCA;0.00 ;32.5000 ;PROFORMA
PID-TRIAN-Z;PIDEVIAS TRIANGULAR AZUL;0.00 ;32.5000 ;PROFORMA
PIDV-GN-A;PIDEVIAS PARA MOTO GN AMARILLO;0.00 ;15.3800 ;PROFORMA
PIN-BOC;PIN DE BOCINA;0.00 ;5.0000 ;PROFORMA
PINT-C;PINTURA AEROSOL COLORES VARIOS;0.00 ;17.0000 ;PROFORMA
PINT-CM;PINTURA AEROSOL COLORES VARIOS METALICO;0.00 ;21.5300 ;PROFORMA
PINZ-2;PINZA PARA SEGUROS INTERCAMBIABLE;0.00 ;27.2600 ;PROFORMA
PINZ-RECT6;"PINZA RECTA DE 6""";0.00 ;25.0000 ;PROFORMA
PLAC-E6;PLACA ECONOMICA DE 6LED;0.00 ;75.0000 ;PROFORMA
PLAC-E-B;PLACA ECONIMICAS COLOR BLANCO;64.00 ;50.0000 ;PROFORMA
PLAC-E-V;PLACAS ECONOMICAS COLOR VERDE;0.00 ;50.0000 ;PROFORMA
PLAC-F/P-A;PLACA FINA CON PROTECTOR  AMARILLO;3.00 ;75.0000 ;PROFORMA
PLAC-F/P-B;PLACA FINA CON PROTECTOR BLANCA;0.00 ;75.0000 ;PROFORMA
PLAC-F/PL-A;PLACA FINA PROTECTOR LARGA AMARILLA;2.00 ;100.0000 ;PROFORMA
PLAC-F/PL-B;PLACA FINA PROTECTOR LARGA BLANCO;0.00 ;100.0000 ;PROFORMA
PLAC-F/PL-R;PLACA FINA PROTECTOR LARGA ROJO;0.00 ;100.0000 ;PROFORMA
PLAC-F/PL-ROS;PLACA FINA PROTECTOR LARGA ROSADO;1.00 ;100.0000 ;PROFORMA
PLAC-F/PL-V;PLACA FINA PROTECTOR LARGA VERDE;0.00 ;100.0000 ;PROFORMA
PLAC-F/PL-Z;PLACA FINA PROTECTOR LARGA AZUL;0.00 ;100.0000 ;PROFORMA
PLAC-F/P-R;PLACA FINA CON PROTECTOR  ROJA;0.00 ;75.0000 ;PROFORMA
PLAC-F/PR-A;PLACA FINA CON PROTECTOR REDONDO AMARILLA;0.00 ;0.0000 ;PROFORMA
PLAC-F/P-ROS;PLACA FINA CON PROTECTOR  MORADA;0.00 ;75.0000 ;PROFORMA
PLAC-F/PR-V;PLACA FINA CON PROTECTOR REDONDO VERDE;0.00 ;0.0000 ;PROFORMA
PLAC-F/PR-Z;PLACA FINA CON PROTECTOR REDONDO AZUL;0.00 ;0.0000 ;PROFORMA
PLAC-F/P-V;PLACA FINA CON PROTECTOR  VERDE;0.00 ;75.0000 ;PROFORMA
PLAC-F/P-Z;PLACA FINA CON PROTECTOR  AZUL;0.00 ;75.0000 ;PROFORMA
PLAC-F/REDON-A;PLACA FINA REDONDA AMARILLO;0.00 ;80.0000 ;PROFORMA
PLAC-F/REDON-B;PLACA FINA REDONDA BLANCO;0.00 ;80.0000 ;PROFORMA
PLAC-F/REDON-R;PLACA FINA REDONDA ROJO;0.00 ;80.0000 ;PROFORMA
PLAC-F/REDON-ROS;PLACA FINA REDONDA ROSADO;0.00 ;80.0000 ;PROFORMA
PLAC-F/REDON-V;PLACA FINA REDONDA VERDE;0.00 ;80.0000 ;PROFORMA
PLAC-F/REDON-Z;PLACA FINA REDONDA AZUL;0.00 ;80.0000 ;PROFORMA
PLAC-F-A;PLACA FINA AMARILLA;1.00 ;75.0000 ;PROFORMA
PLAC-F-B;PLACA FINA COLOR BLANCO;0.00 ;75.0000 ;PROFORMA
PLAC-FE3L;PLACA FULL ECONOMICA DE TRES LED;15.00 ;40.0000 ;PROFORMA
PLAC-F-R;PLACA LED ROJA FINA;0.00 ;75.0000 ;PROFORMA
PLAC-F-V;PLACA FINA VERDE;0.00 ;75.0000 ;PROFORMA
PLAC-F-Z;PLACA LED AZUL FINA;0.00 ;75.0000 ;PROFORMA
PLAC-L2-7C;PLACA LED DOBLE DE 7 COLORES;0.00 ;90.0000 ;PROFORMA
PLAC-L2-A;PLACA LED DOBLE AMARILLO;0.00 ;90.0000 ;PROFORMA
PLAC-L2-B;PLACA LED DOBLE BLANCA;0.00 ;90.0000 ;PROFORMA
PLAC-L2-R;PLACA LED DOBLE ROJO;0.00 ;90.0000 ;PROFORMA
PLAC-L2-ROS;PLACA LED DOBLE ROSADO;11.00 ;90.0000 ;PROFORMA
PLAC-L2-V;PLACA LED DOBLE COLOR VERDE;0.00 ;0.0000 ;PROFORMA
PLAC-L2-Z;PLACA LED DOBLE AZUL;2.00 ;90.0000 ;PROFORMA
PLAC-RT-B;PLACA RECTANGULAR COLOR BLANCO;0.00 ;50.0000 ;PROFORMA
PLANT-8B-CG;PLANTA DE 8 BOBINAS CG-125;0.00 ;130.7700 ;PROFORMA
PLANT-AN;PLANTA PARA MOTO SUZUKI AN;0.00 ;184.6200 ;PROFORMA
PLANT-XR;PLANTA XR ,HUNK150 UNICORN,INVIVTA  12 BOBINAS;0.00 ;155.0000 ;PROFORMA
PLANT-YBR125;PLANTA DE YBR125 7 BOBINAS;1.00 ;138.0000 ;PROFORMA
PLUG-STAR-D;PLUNGER DE STARTER TOYOTA GASOLINA DELGADO;0.00 ;31.0000 ;PROFORMA
PLUG-STAR-G;PLUNGER DE STARTER TOYOTA DISEL GRUESO;0.00 ;40.0000 ;PROFORMA
PLUM-16;"PLUMILLA 16"" DE METAL EN BLISTER";48.00 ;16.0000 ;PROFORMA
PLUM-18;"PLUMILLA 18"" DE METAL EN BLISTER";0.00 ;17.7000 ;PROFORMA
PLUM-B18GY;PLUMILLA DE BANANA 18PUL GOOD YEAR;0.00 ;50.0000 ;PROFORMA
PLUM-BGY;PLUMILLAS GOOD YEAR DE BANANA;11.00 ;50.0000 ;PROFORMA
"PLUM-TBA-16""";PLUMILLA TIPO BANANA DE 16 PULGADAS;0.00 ;21.0000 ;PROFORMA
"PLUM-TBA-18""";PLUMILLA TIPO BANANA DE 18 PULGADAS;1.00 ;25.0000 ;PROFORMA
"PLUM-TBA-19""";PLUMILLA TIPO BANANA DE 19 PULGADAS;0.00 ;21.0000 ;PROFORMA
"PLUM-TBA-20""";PLUMILLA TIPO BANANA DE 20 PULGADAS;0.00 ;21.0000 ;PROFORMA
"PLUM-TBA-22""";PLUMILLA TIPO BANANA DE 22 PULGADAS;0.00 ;21.0000 ;PROFORMA
"PLUM-TBA-24""";PLUMILLA TIPO BANANA DE 24 PULGADAS;0.00 ;21.0000 ;PROFORMA
"PLUM-TBA-26""";PLUMILLA TIPO BANANA DE 26 PULGADAS;10.00 ;21.0000 ;PROFORMA
POL-15%;POLARIZADO 1.52m*30m CON 15% DE TONALIDAD;0.00 ;1,490.0000 ;PROFORMA
POL-5%;POLARIZADO 1.52m*30m CON 5% DE TONALIDAD;0.00 ;1,490.0000 ;PROFORMA
PORT-CALU;PORTA PLACA DE ALUMINIO CROMADO SIN MARCA;0.00 ;25.0000 ;PROFORMA
PORT-CAR;PORTA CARBONES;0.00 ;16.0000 ;PROFORMA
PORT-CF;PORTA PLACA PARA CARRO LOGOTIPO FORD PAR;1.00 ;26.0000 ;PROFORMA
PORT-CH;PORTA PLACA PARA CARRO LOGOTIPO HONDA PAR;0.00 ;24.2900 ;PROFORMA
PORT-CHY;PORTA PLACA PARA CARRO LOGOTIPO HYUNDAI PAR;0.00 ;26.0000 ;PROFORMA
PORT-CI;PORTA PLACA PARA CARRO LOGOTIPO ISUZU PAR;2.00 ;26.0000 ;PROFORMA
PORT-CK;PORTA PLACA PARA CARRO LOGOTIPO KIA PAR;0.00 ;24.2900 ;PROFORMA
PORT-CM;PORTA PLACA PARA CARRO LOGOTIPO MAZDA PAR;0.00 ;24.2900 ;PROFORMA
PORT-CMI;PORTA PLACA PARA CARRO LOGOTIPO MITSUBISHI PAR;0.00 ;26.0000 ;PROFORMA
PORT-CN;PORTA PLACA PARA CARRO LOGOTIPO NISSAN PAR;0.00 ;24.2900 ;PROFORMA
PORT-CP;PORTA PLACA CROMADO SIN MARCA;0.00 ;51.0000 ;PROFORMA
PORT-CS;PORTA PLACA PARA CARRO LOGOTIPO SUZUKI PAR;16.00 ;26.0000 ;PROFORMA
PORT-CT;PORTA PLACA PARA CARRO LOGOTIPO TOYOTA PAR;0.00 ;24.2900 ;PROFORMA
PORT-FEC;PORTA FUSIBLE PARA FUSIBLE DE ESPIGA CERAMICO;6.00 ;6.0000 ;PROFORMA
PORT-FECM;PORTA FUSIBLE DE ESPIGA MINI;0.00 ;4.0000 ;PROFORMA
PORT-FEP;PORTAFUSIBLE DE ESPIGA CALIBRE 14;0.00 ;4.7400 ;PROFORMA
PORT-FEPG;PORTAFUSIBLE DE ESPIGA CALIBRE 14 100% COBRE;-10.00;5.0000 ;PROFORMA
PORT-FV;PORTA FUSIBLE PARA FUSIBLE DE VIDRIO;11.00 ;3.0000 ;PROFORMA
PORT-ITAL;PORTA PLACA PLASTICO LOGOTIPO ITALIKA;0.00 ;11.7800 ;PROFORMA
PORT-M46NAR;PORTA PLACA DE MOTO NARANJA ESTILO 46;0.00 ;0.0000 ;PROFORMA
PORT-MB;PORTA PLACA PLASTICO LOGOTIPO BAJAJ;0.00 ;11.7800 ;PROFORMA
PORT-MH;PORTA PLACA PLASTICO LOGOTIPO HONDA MOTO;0.00 ;11.7800 ;PROFORMA
PORT-MH-N-B;PORTA PLACA PLASTICO NEGRO LOGOTIPO HONDA BLANCO,AMAR. MOTO;1.00 ;12.0000 ;PROFORMA
PORT-MS;PORTA PLACA PLASTICO LOGOTIPO SUZUKI MOTO;0.00 ;12.0000 ;PROFORMA
